status,score,title,price,area_m2,price_m2,location,council,transport,station,typology,confidence_score,link,date
needs_review,75,...,27250,86,316.86046511627904,porto,Porto,Comboio,Porto,T2,0.6,https://www.imovirtual.com/pt/anuncio/t2-com-varandas-ID1hKX3,
